Id,EquipmentId,ItemNumber,RegistrationNumber,TrackedBy,Number,StatusId,StatusName,IsOptional,ControlNumber,Type,ATACode,ManufacturingMaintenanceCode,Description,LastUpdated,DateReported,ReportedHours,ReportedLandings,ReportedCycles,ReportedRIN,Category,HardNextDueDate,HardNextDueHours,HardNextDueLandings,HardNextDueCycles,HardNextDueRIN,DiscrepancyTypeId,DiscrepancyTypeName,DelayStatus,ActionCode,PreliminaryInspectionRequired,IsAircraftGrounded,Reference,HiddenDamageInspectionRequired,DiscoveryPoint,DiscoveredBy,ReportedInformationNotes,InterruptionHours,WorkHours,ResolvedAt,CorrectiveActionNotes,ResolvedBy,LogDate,LogCycles,LogHours,LogLandings,LogRIN,Created
903c6818-a933-4530-a441-c150b10f6c29,38154,834,N14G,Airframe ,20230226211226,4,Closed,False,14G-2-26-23CTW,DISCREPANCY,32,,RIGHT MAIN INNER TREAD GONE.,2023-03-07T12:32:25.1156886Z,2023-02-26,466.1,285,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,0.0,,REPLACED RH MLG TIRE IAW CESSNA 525B MM 32-41-00 AND BF GOODRICH CMM 32-45-51 AND SERVICED IAW CESSNA 525B MM 12-03-03,Cheri Herrin,2023-03-01,,466.1,285,,2023-02-27T02:13:34.6181809Z
9c2760be-8cb9-41f1-bacf-e8a4f8394a78,38154,828,N14G,Airframe ,20230222162256,4,Closed,False,,DISCREPANCY,34,,PERFORM NAV DATABASE UPDATE,2023-02-23T12:26:15.3457313Z,2023-02-22,,,,,,,,,,,2,Non-Routine,NODELAY,,False,True,MX CONTROL,False,ADMIN,A KEEGAN,,,,,"C/W UPDATE OF THE NAVIGATION, FLIGHT CHARTS, AIRPORT DIRECTORY, OBSTACLES, SAFE TAXI, AND JEPPS CHARTS DATABASES TO THE CURRENT CYCLES. WORK DONE WITH REF TO CE525B AMM 34-60-00 EXPIRES 23MARCH2023",Cheri Herrin,2023-02-22,,450.4,274,,2023-02-22T21:24:04.7556296Z
78447a06-33e6-4c14-8158-1fb8467ce9ba,38154,827,N14G,Airframe ,20230221211758,4,Closed,False,14G-2-21-23CTW,MEL,23,23-50-06-00A,CO-PILOT COMM CAN NOT HEAR OR TALK,2023-03-01T19:24:55.478901Z,2023-02-21,449.3,273,,,C,,,,,,2,Non-Routine,NODELAY,,False,False,PILOT,False,ACCEPTANCE,TRAVIS ALKIRE,,,0.0,,Switch was set to oxygen instead of mic/intercom . this clears MEL.,Bryson Pryor,2023-03-01,,466.1,285,,2023-02-22T02:20:59.1983402Z
813d9c8c-e9d3-4b98-95f5-27aa33fc4af9,38154,837,N14G,Airframe ,20230227063204,4,Closed,False,14G-2-17-23CTW1,MEL,,,REVERSE M PROCEDURE F/MEL,2023-03-07T12:48:32.6782756Z,2023-02-17,,,,,C,,,,,,1,Pirep,,,False,,,False,,,,,,,"REVERSED ""M"" PROCEDURE FOR MEL 21-50-03-06, BY PUSHING IN ""AFT EVAP FAN"" CIRCUIT BREAKER",Cheri Herrin,2023-03-01,,,,,2023-02-27T11:34:43.4607891Z
a92c4e1d-1294-4c63-8271-ca0ac1f22ca8,38154,836,N14G,Airframe ,20230227063040,4,Closed,False,14G-2-17-23CTW,MEL,21,,AFT EVAPORATOR FAN WILL NOT OPERATE.,2023-03-07T12:46:03.4932476Z,2023-02-17,,,,,C,,,,,,1,Pirep,,,False,,,False,,,,,,,PERFORMED OPS CHECK OF AFT EVAORATOR FAN IAW CESSNA 525B MM 21-50-00 OPS/LEAK CHECK GOOD AT THIS TIME. THIS CLEARS MEL,Cheri Herrin,2023-03-01,,,,,2023-02-27T11:31:58.4353523Z
067ee2c0-3325-4843-99b3-8369ab6fe7a7,38154,826,N14G,Airframe ,20230210222824,4,Closed,False,14G-02-10-23SH2,DISCREPANCY,25,,Life Raft Missing,2023-03-07T13:00:46.1292611Z,2023-02-10,,,,,D,,,,,,1,Pirep,,,False,False,,False,,,,,,,GOOD TO CONTINUE OPERATIONS PER MEL 3-25-64-01 CAT D DUE 06/10/23 CONTROL #MEL-146-02-10-23SH2 ITEM DEFFERED,Cheri Herrin,2023-03-01,,,,,2023-02-11T03:28:57.8325213Z
f5e62922-3b5a-42d7-90af-077d8a769611,38154,824,N14G,Airframe ,20230112114210,4,Closed,False,,DISCREPANCY,,,CAUTION LIGHTS VERY DIM EVEN WITH ALL LIGHT DIM KNOBS TURNED TO FULL BRIGHT.,2023-01-17T16:15:25.1374853Z,2023-01-12,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,0.0,,"PERFORMED OPS CHECK OF DAY NIGHT KNOB, KNOB HAS BE BE FULLY MOVED TO THE RIGHT TO ACTUATE THE DAY NIGHT KNOB. OPS CHECK GOOD JAW 5258 M.M CHAPTER 33-10-04",Darrell Williams,2023-01-16,,417.7,254,,2023-01-12T16:42:44.0927239Z
2e84b978-c865-44f4-8184-2c5dc6cac09a,38154,823,N14G,Airframe ,20230112114125,4,Closed,False,,DISCREPANCY,,,LIGHT SPEED HEADSET WOULD NOT WORK ON RIGHT SIDE. SWAPPED WITH BOSE HEADSET WHICH WORKED ON BOTH SIDES. LIGHT SPEED HEADSET WORKED ON LEFT SIDE. LIGHT SPEED HEADSET NOT WORKING WHETHER NOISE CANCELLING WAS ON OR OFF ON RIGHT SIDE OF COCKPIT.,2023-01-17T16:17:42.1385065Z,2023-01-12,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,0.0,,"TRANSMITED AND RECIEVED AUDIO USING BOTH BOSE 6 PIN PLUG HEADSET AND 2 PLUG DAVID CLARKS ON BOTH LH AND RH JACKS WITH NO ISSUES, TESTING WAS PERFORMED IAW CESSNA 525B AMM 23-52-00, SUSPECT HEADSET ADAPTER THAT WAS BEING USED WAS CAUSE OF ISSUE.",Darrell Williams,2023-01-16,,417.7,254,,2023-01-12T16:42:02.9270754Z
e7d8fdb0-065d-4a77-a637-344b5b715d58,38154,825,N14G,Airframe ,20230210222713,4,Closed,False,14G-02-10-23SH1,DISCREPANCY,25,,Wifi Inop,2023-03-01T19:27:51.6811389Z,2023-01-12,,,,,D,,,,,,1,Pirep,,,False,False,,False,,,,,0.0,,System needed wifi update. This clears MEL.,Bryson Pryor,2023-03-01,,466.1,285,,2023-02-11T03:28:19.120164Z
1e97d1ef-a13b-4258-9396-6d782a11f62b,38154,822,N14G,Airframe ,20230112114012,4,Closed,False,,DISCREPANCY,,,"WIFI NOT WORKING, CONNECTS BUT NO INTERNET",2023-01-17T16:19:32.4969999Z,2023-01-12,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,0.0,,"AINED ACCESS TO GOGO MAINTENANCE PORTAL. FOUND lHERE WAS A LRU PROFILE lHAT NEEDED TO BE LOADED AFTER WIFI HAD BEEN ACTIVATED UNDER THE EXCLUSIVE JETS ACCOUNT. UPDATED LRU PROFILE AND VERIFED CONFIGURATIONS WORK WAS PERFORMED !AW GOGO BUSINESS AVIATION L3 INSTALLATION MANUAL PART NUMBER 24733 REV. K DATED DEC. 31, 2022",Darrell Williams,2023-01-16,,417.7,254,,2023-01-12T16:40:48.66101Z
43bbd47d-b272-4bed-abe3-3cc00e560e30,38645,991,N268CM,Airframe ,20230313173240,3,Deferred,False,268-3-13-23KS,NEF,25,,WIFI WILL NOT CONNECT,2023-03-13T21:33:19.591585Z,2023-03-13,,,,,D,2023-07-11,,,,,1,Pirep,,,False,False,,False,,,,,,,,,,,,,,2023-03-13T21:33:19.591585Z
0b60f20d-94f8-4708-a056-17a346c14da8,36617,938,N357N,Airframe ,20230305173015,1,Open,False,,DISCREPANCY,11,,Tail number change.,2023-03-05T22:36:43.8596483Z,2023-03-05,,,,,,2023-03-16,,,,,2,Non-Routine,,,False,False,,False,,,,,,,,,,,,,,2023-03-05T22:36:43.8596483Z
0b8b0b21-be38-45e6-91ce-127ab1fc9595,36617,944,N357N,Airframe ,20230313204904,1,Open,False,,DISCREPANCY,33,,#4 SEAT LIGHT DOES NOT WORK,2023-03-14T00:49:22.4509573Z,2023-03-13,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,,,,,,,,2023-03-14T00:49:22.4509573Z
a1fb00cc-3bf0-4231-88cd-2ccd8554aeab,36617,941,N357N,Airframe ,20230313204600,1,Open,False,,DISCREPANCY,25,,"TRASH DRAWER DIFFICULT TO OPEN, IT GETS STUCK AND THE LATCH IS DIFFICULT TO RELEASE THE DRAWER",2023-03-14T00:46:48.8337019Z,2023-03-13,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,,,,,,,,2023-03-14T00:46:48.8337019Z
8a9e62c3-cd1a-4dc1-9a6c-6c849c09d741,36617,942,N357N,Airframe ,20230313204701,1,Open,False,,DISCREPANCY,33,,AP XFR LT DOES NOT ILLUMINATE,2023-03-14T00:47:24.9315577Z,2023-03-13,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,,,,,,,,2023-03-14T00:47:24.9315577Z
9cc97db6-38b6-4abd-9e21-7d265dc13c9c,36617,940,N357N,Airframe ,20230313204501,1,Open,False,,DISCREPANCY,,,NO TAKEOFF ANNUNCIATOR INTERMITTENT AT SET UP PRIOR TO TAXI AND EXTINGUISHES DURING TAXI,2023-03-14T00:45:45.7729513Z,2023-03-13,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,,,,,,,,2023-03-14T00:45:45.7729513Z
c3261c24-7755-434c-855d-c1a78b156512,36617,943,N357N,Airframe ,20230313204737,1,Open,False,,DISCREPANCY,25,,LAV TRIM ON R SIDE BEHIND SEAT 6,2023-03-14T00:48:07.618964Z,2023-03-13,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,,,,,,,,2023-03-14T00:48:07.618964Z
c27aa16d-6efc-4843-b4cc-2f48ef6d66b1,36617,937,N357N,Airframe ,20230304115242,3,Deferred,False,357-3-4-23RW,MEL,33,33-40-01,left anti-collision light inop,2023-03-04T16:53:17.9568847Z,2023-03-04,,,,,C,2023-03-14,,,,,,,,,False,False,,False,,,,,,,,,,,,,,2023-03-04T16:53:17.9568847Z
e833801a-cdec-4e39-9c16-0844be4fb8c3,36617,899,N357N,Airframe ,20221122082015,3,Deferred,False,357-11-22-22RM,MEL,25,,"LIFE RAFT 25-64-01

Per 14 CFR 91.509, Life raft of sufficient
capacity for all occupants of the aircraft
required for those flights 100nm or 30
minutes flying time, whichever is less,
from the nearest shoreline is required. 14
CFR 135.167, Life raft of sufficient
capacity for all occupants of the aircraft
required for extended overwater
operations. Any in excess of this may be
missing, or inoperative provided affected
raft is placarded ""INOPERATIVE"" or
removed.",2022-11-22T13:40:10.0534309Z,2022-11-22,,,,,D,2023-03-22,,,,,,,,,False,,,False,,,,,,,,,,,,,,2022-11-22T13:22:49.2476551Z
9e923816-987a-4d0a-9c75-30cc85603065,36617,939,N357N,Airframe ,20230311164327,4,Closed,False,357-3-11-23CTW,DISCREPANCY,12,,O2 REQUIRES SERVICE.,2023-03-15T11:33:20.2648095Z,2023-03-11,,,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,SERVICED CREW OXYGEN PER 525B MM 12-16-00,Cheri Herrin,2023-03-11,,,,,2023-03-11T21:46:29.4946867Z
24f7c9a2-1bca-404e-92ac-af28d99f2285,36617,936,N357N,Airframe ,20230223145343,4,Closed,False,357-2-23-23RW,DISCREPANCY,,,LOUD AIR NOISE EMITTING FROM CONDENSOR CABINET BEHIND PILOT SEAT (LT) DURING FLIGHT,2023-02-28T16:26:32.5741335Z,2023-02-23,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,0.0,,R/R FWD evaporator valve ref AMM 21-50-00 ops ck good,Darrell Williams,2023-02-24,,6246.3,4080,,2023-02-23T19:54:00.4074076Z
0611f58b-4736-4e2e-b150-02781da2da83,36617,933,N357N,Airframe ,20230223075040,4,Closed,False,,DISCREPANCY,,,VERIFY INTERIOR TOUCH UP STATUS,2023-02-23T12:51:59.6465697Z,2023-02-22,6399.8,4197,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,VERIFIED INTERIOR TOUCH UP IAW FE SOP,Cheri Herrin,2023-02-22,,6399.8,4197,,2023-02-23T12:51:30.3148636Z
85c89452-7381-4400-80de-49825a1461a7,36617,930,N357N,Airframe ,20230221190540,4,Closed,False,,DISCREPANCY,25,,TRASH RECEPTACAL DRAWER HANGS ON FORWARD SEAT BOTTOM CAUSING IT TO BE DIFFICULT TO OPEN,2023-02-23T12:53:52.8558048Z,2023-02-21,6399.8,4197,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,ADJUSTED DOOR FOR PROPER FUNCTION IAW CE 525B IMM 52-30-01,Cheri Herrin,2023-02-22,,6399.8,4197,,2023-02-22T00:07:36.0594779Z
5bc75244-f14a-4b43-bd43-566f55d54cc6,36617,928,N357N,Airframe ,20230221184944,4,Closed,False,,DISCREPANCY,21,,LOUD AIR NOISE EMITTING FROM CONDENSOR CABINET BEHIND PILOT SEAT (LT) DURING FLIGHT,2023-02-23T12:55:00.342491Z,2023-02-21,6399.8,4197,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,PERFORMED OPERATIONAL CHECK OF AIRCRAFT AIR CONDITIONING SYSTEM IAW 21-50-00 COULD NOT DUPLICATE,Cheri Herrin,2023-02-22,,6399.8,4197,,2023-02-22T00:01:02.9775416Z
99b34575-7cd1-4a64-9156-6167f151b4f4,36617,931,N357N,Airframe ,20230221190743,4,Closed,False,,DISCREPANCY,38,,LAV SEAT PAINT IS FLAKING,2023-02-23T12:57:17.3806772Z,2023-02-21,6399.8,4197,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,"REMOVED TOILET TOP FOR TOUCH UP IAW CE 525B IMM 25-40-07 PPG PROCETURES, INSTALLED LAV SEAT IAW CE 525B IMM 25-40-07",Cheri Herrin,2023-02-22,,6399.8,4197,,2023-02-22T00:08:30.9752936Z
e576ce18-3356-40ed-ad5c-a55dcd2f315e,36617,929,N357N,Airframe ,20230221190426,4,Closed,False,,DISCREPANCY,34,,NAV DATABASE EXPIRED IN FMS,2023-02-24T16:32:15.8937793Z,2023-02-21,6399.8,4197,,,,,,,,,1,Pirep,,,False,True,,False,,,,,0.0,,PERFORMED NAVIGATION DATABASE UPDATE IAW COLLINS PROLINE 21 AVIONICS SYSTEM OPERATORS MANUAL NEW DATE 22MARCH2023,Cheri Herrin,2023-02-22,,6399.8,4197,,2023-02-22T00:05:37.3664991Z
a948f1ee-c47b-42d8-a8e1-19c4c28a7791,36620,927,N357N,Engine 2,20230208162142,4,Closed,False,,DISCREPANCY,76,,RT ENGINE FADEC REQUIRES REPLACEMENT PER WILLIAMS T/S,2023-02-09T16:58:09.5017875Z,2023-02-08,,,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,"REMOVED RIGHT FADEC DUE TO LEFT FADEC BEING REPLACED, RIGHT NEEDS TO MATCH (PN 117787 SN CL11AW1935) AND INSTALLED A REPLACEMENT MODIFIED FADEC (PN 121188 SN CL12AW2017) IAW 525B MM 76-12-00 COMPLIED WITH ALL OPERATIONAL CHECKS ALL CHECK SATISFACTORY. REPLACEMENT FADEC MODIFIED BY WILLIAMS INTERNATIONAL",Cheri Herrin,2023-02-08,,,,,2023-02-08T21:26:56.7208645Z
3044d4b3-1ac4-4589-969d-f4ff0603f922,36619,926,N357N,Engine 1,20230205203527,4,Closed,False,,DISCREPANCY,77,,LEFT ENG CTRL SYS FAULT CAME ON IN FLIGHT- WOULD NOT RESET,2023-02-10T18:51:45.9900939Z,2023-02-05,6355.3,,4164.0,,,,,,,,1,Pirep,,,False,True,,False,,,,,0.0,,"REMOVED LEFT FADEC DUE TO ENGINE CONTROL FAULT, (PN 117790 SN CL7APW0791) AND INSTALLED A REPLACEMENT MODIFIED FADEC (PN 121188 SN CL11AW1886) IAW 525B MM 76-12-00 COMPLIED WITH ALL OPERATIONAL CHECKS ALL CHECK SATISFACTORY. REPLACEMENT FADEC MODIFIED BY WILLIAMS INTERNATIONAL",Cheri Herrin,2023-02-08,,,,,2023-02-06T01:36:49.0060944Z
3b5d412d-202b-43d5-9331-0345abc82fe4,36617,925,N357N,Airframe ,20230124105620,4,Closed,False,357-01-15-23RW,DISCREPANCY,27,,FLAP LOW AURAN WARNING,2023-01-24T19:04:36.8162169Z,2023-01-19,6302.7,4133,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,"REMOVED BAGGAGE PANELS 211IZ AND 211HZ TO GAIN ACCESS TO EGPWS, CHECKED FOR CONTINUITY FROM JN872 CONNECTOR TO JL023 AT THE FLAP SWITCHES IN PANEL 165A WITH NO DEFECTS FOUND, FOUND READINGS FROM FLAP SWITCHES TO EGPWS BAD. GAINED ACCESS TO CONNECTOR JL023 AND COMPLIED WITH CONTINUITY CHECK OF 30 DEGREE FLAP SWITCH SL023 AND 10 DEGREE SWITCH SL022. SWITCH FAILED CONTINUITY CHECK. COMPLIED WITH REMOVE AND REPLACE SL023 IAW 525B WIRE DIAGRAM 34-10-01. COMPLIED WITH RIG AND OPERATIONAL CHECK IAW 525B MM 27-50-00. OPERATIONAL CHECK GOOD. VERIFIED PROPER INPUT FORM FLAP SWITCHES TO EGPWS. CLOSED ALL ACCESS",Cheri Herrin,2023-01-19,,6302.7,4133,,2023-01-24T15:56:42.6376526Z
a8e24bff-c311-4768-bb03-c9bf373c0359,36617,922,N357N,Airframe ,20230114160520,4,Closed,False,,DISCREPANCY,27,,FLAPS GREATER THAN 35 DEGREES CAUTION ILLUMINATED IN FLIGHT WHEN FLAPS 35 SELECTED,2023-01-24T16:39:02.2654602Z,2023-01-14,6302.3,4132,,,,,,,,,1,Pirep,,,False,True,PILOT,False,,,,,,,ADJUSTED >35 DEGREE LIMIT SWITCH IAW 525B MM 27-50-00 FUNCTION CHECK FLAP SYSTEM. CHECKS GOOD,Cheri Herrin,2023-01-15,,6302.3,4132,,2023-01-14T21:16:07.7312572Z
8464dc6f-47de-4a03-b800-0d8b53dd224d,36617,924,N357N,Airframe ,20230119133446,4,Closed,False,,DISCREPANCY,12,,O2 NEEDS SERVICING,2023-01-19T18:35:54.6368472Z,2023-01-13,6302.2,4131,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,SERVICED OXYGEN IAW 525B MM 12-16-00,Cheri Herrin,2023-01-13,,6302.2,4131,,2023-01-19T18:35:15.6592378Z
72288850-d45d-4e2a-b02f-5ca27a122885,36617,921,N357N,Airframe ,20230109102852,4,Closed,False,357-1-8-23SB,DISCREPANCY,34,,LEGS KEY ON THE FMS KEEPS STICKING AND LOCKING UP THE FMS,2023-01-19T18:34:36.8178582Z,2023-01-09,,,,,,,,,,,2,Non-Routine,NODELAY,,False,True,,False,,,,,0.0,,CLEANED SWITCH IAW C525B MM 20-30-05 VERIFIED SWITCH OPERATIOIN. CHECK GOOD,Cheri Herrin,2023-01-13,,6302.2,4131,,2023-01-09T15:29:57.375073Z
d3eb293b-fae9-45c4-9af3-96cb881ea2f5,36617,919,N357N,Airframe ,20230108175446,4,Closed,False,,DISCREPANCY,32,,RT MLG DOWNLOCK LIGHT WILL NOT EXTINGUISH W/GEAR UP.,2023-01-19T18:05:57.2898993Z,2023-01-08,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,0.0,,"TROUBLESHOT DOWNLOCK LIGHT TO DOWNLOCK SWITCH MALFUNCTIONING, IAW 525B MM 32-30-00, R&R RH ACTUATOR ASSY IA 525B MM 32-31-02RH MLG DOWNLOCK NO EXTINGUISHED WITH GEAR UP NO FAULTS FOUND AT THIS TIME",Cheri Herrin,2023-01-13,,6302.2,4131,,2023-01-08T22:55:59.1702771Z
b3b9ab8c-f257-4c13-86cf-a11ebfab3b75,36617,918,N357N,Airframe ,20230105134841,4,Closed,False,,DISCREPANCY,27,,Flap handle binding past 35 position,2023-01-06T12:57:02.8551928Z,2023-01-05,6292.7,4123,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,CLEANED FLAP SELECTOR LINKAGE IAW CESSNA 525B MM 27-50-00 AND SPM 20-40-10 OPS CHECKED GOOD,Cheri Herrin,2023-01-05,,6297.2,4125,,2023-01-05T18:49:07.4734634Z
4faad86c-4410-48d4-b024-b280c7791636,36617,917,N357N,Airframe ,20221229124848,4,Closed,False,357-12-29-22RM,DISCREPANCY,27,,235 degree indication turns on when 35 degree flap is selected.,2023-01-03T18:53:13.586687Z,2022-12-29,,,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,0.0,,ADJUSTED <35 DEGREE SWITCH IAW C525B MM 27-50-00 OPS CHECK GOOD,Cheri Herrin,2022-12-29,,6283.6,4118,,2022-12-29T17:50:07.2443073Z
622e673b-93fa-4614-9854-60735b30a8b9,36617,916,N357N,Airframe ,20221228112317,4,Closed,False,357-12-28-22RW,DISCREPANCY,,,Too low fcas aural warning sounds on approach while fully configured at low power setting,2022-12-30T11:57:34.6864249Z,2022-12-28,6277.8,4111,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,"TROUBLESHOOT 30 DEGREE AOA SWITCH AND 10 DEGREE AOA SWITCH BY CHECKING CONTINUITY. WHILE MOVING THE FLAPS IAW C525B 34-10-01 FOUND THAT THE 30 DEGREE AOA SWITCH WAS NOT MAKING CONTACT, REMOVED SWITCH AND FOUND IT WAS IMPROPERLY INSTALLED, R&R SWITCH IAW C525B 34-10-01 OPS CHECK GOOD",Cheri Herrin,2022-12-29,,6283.1,4116,,2022-12-28T16:24:14.8191219Z
