"id","created_at","updated_at","airport_id","name","address_id","phone_number","notes","email","is_archived","address_text","preferred","frequency"
7270,"2022-02-07 21:57:28.302219+00","2022-02-07 21:57:28.302219+00",7002,"PIKE AVIATION SA",NULL,"+1 305 447 2676",NULL,"info@pike-aviation.com",False,NULL,NULL,NULL
6131,"2021-08-30 15:15:20.494235+00","2021-08-30 15:15:20.494235+00",18542,"SCOTT CO AIRPORT","172c8428-09a5-11ec-b598-16a398308e81","+1 423 569 8270",NULL,"scx@scottcounty.com",False,"2263 Airport Rd",NULL,"122.8"
7165,"2021-11-26 16:23:45.085321+00","2021-11-28 04:14:50.184733+00",20847,"CHOICE AVIATION","bada41da-5001-11ec-9aea-16a398308e81","+1 406 363 6471",NULL,"csr@choiceaviation.com",False,"516 Airport Rd Hamilton, MT 59840",NULL,NULL
6384,"2021-08-30 15:21:50.449646+00","2021-08-30 15:21:50.449646+00",24509,"CITY OF BRANSON WEST","ff9af6e0-09a5-11ec-aeda-16a398308e81","+1 417 272 3921",NULL,"bransonwestjetcenter@gmail.com",False,"393 Aero Drive",NULL,NULL
3262,"2021-08-27 15:19:32.339819+00","2021-08-27 15:19:32.339819+00",2264,"FLIGHT LEVEL AVIATION","2e0bea88-074a-11ec-957b-16a398308e81","+1 559 575 8199",NULL,"info@flightlevel.aero",False,"524 W Kearney Blvd",NULL,"123.0"
3805,"2021-08-27 18:40:07.105402+00","2021-08-27 18:40:07.105402+00",3589,"SKYSERV HANDLING SERVICES","33534d6c-0766-11ec-b962-16a398308e81","+30 24270 22049",NULL,"jsiops@skyserv.aero",False,"Skiathos Island National Airport",NULL,"131.925"
4809,"2021-08-27 20:37:22.961567+00","2021-08-27 20:37:22.961567+00",6523,"REDLANDS AVIATION","950381de-0776-11ec-8f95-16a398308e81","+1 909 794 5642",NULL,NULL,False,"1745 Sessums Dr",NULL,"123.05"
7237,"2022-01-12 19:12:25.238162+00","2022-01-12 19:12:25.238162+00",1285,"West Star Aviation",NULL,NULL,NULL,NULL,False,NULL,NULL,NULL
7128,"2021-11-12 23:34:39.230398+00","2021-11-12 23:34:39.230398+00",2762,"SALT AIR AVIATION",NULL,"251-948-0444",NULL,"INFO@SALTAIRAVIATION.COM",False,NULL,NULL,NULL
7212,"2021-12-25 19:30:39.016509+00","2021-12-25 19:30:39.016509+00",7015,"SIGNATURE FLIGHT SUPPORT",NULL,"+1 869 662 9515",NULL,"skb@signatureflight.com",False,"Robert L Bradshaw Intl Airport Basseterre W.I.",NULL,NULL
7233,"2022-01-07 23:25:29.916836+00","2022-01-07 23:25:29.916836+00",2528,"PROVO AIR CENTER",NULL,"+1 649 941 3035",NULL,"concierge@provoaircenter.com",False,"c/o Providenciales Airport Providenciales BWI",NULL,NULL
6010,"2021-08-30 15:13:10.095418+00","2021-10-23 21:39:38.608188+00",17072,"AVCRAFT, LTD","b931917c-3449-11ec-996a-16a398308e81","+1 231 924 7080",NULL,"avcraftltd@gmail.com",False,"7756 W 60th St Fremont, MI 49412",NULL,"123.0"
7235,"2022-01-10 19:53:28.666913+00","2022-01-10 19:53:28.666913+00",1467,"Cat Island Air",NULL,"242 369 2640",NULL,"congotownairport@bahamas.gov.bs",False,NULL,NULL,NULL
6594,"2021-08-30 15:25:30.59214+00","2021-08-30 15:25:30.59214+00",27443,"WINTERSET AVIATION","82d24ac2-09a6-11ec-9b03-16a398308e81","+1 515 462 1811",NULL,"wintersetav@aol.com",False,"3405 N 8th Ave",NULL,"122.7"
7185,"2021-12-08 02:33:06.227188+00","2021-12-08 02:33:06.227188+00",7630,"ICCS TOLUCA & LATIN AMERICA FBO",NULL,"+52 558 421 1702",NULL,"iccsops@iccs.com.mx",False,"Toluca International Airport, Boulevard Aeropuerto, Calle 6 Toluca, Estado de Mexico",NULL,NULL
7204,"2021-12-22 14:43:34.045915+00","2021-12-22 14:45:15.704098+00",4929,"ATLANTIC AVIATION","c688463e-6335-11ec-ae8b-16a398308e81","+1 973 401 1900",NULL,"mmu@lynxfbo.com",False,"50 Airport Road, Suite 180 Morristown, NJ 07960-4653",NULL,NULL
7203,"2021-12-19 01:03:17.488869+00","2021-12-27 16:48:25.833093+00",8231,"Emerald Coast Aviation","cf735678-6734-11ec-a2b1-16a398308e81",NULL,NULL,NULL,False,"1701 State Road 85 Eglin AFB, FL 32542",NULL,NULL
7199,"2021-12-15 20:19:48.458002+00","2021-12-15 20:19:49.623045+00",6454,"RAPID FUEL","5aa0ddd8-5de4-11ec-ad96-16a398308e81","+1 605 208 5466",NULL,"karyn@rushmore.com",False,"3900 Airport Road, Hangar #5 Rapid City, SD 57703",NULL,NULL
7135,"2021-11-15 17:12:55.500704+00","2021-11-20 16:15:17.248603+00",1008,"Jet Aviation","0ce26ccc-4a1d-11ec-a00b-16a398308e81","818-841-6190",NULL,NULL,False,"4301 Empire Ave. Burbank, CA 91505",NULL,NULL
6623,"2021-08-30 15:25:50.056808+00","2021-10-27 21:13:39.188994+00",27638,"KNOXVILLE AVIATION","c15b79a2-376a-11ec-b18b-16a398308e81","+1 641 842 4423",NULL,NULL,False,"1545 Hwy 14 #1 Knoxville, IA 50138",NULL,"122.8"
7196,"2021-12-14 03:07:13.269271+00","2021-12-15 02:11:19.724526+00",8219,"Western Jet Aviation ","4ae52838-5d4c-11ec-8963-16a398308e81"," (818) 785-2250",NULL,NULL,False,"16101 Saticoy St Van Nuys, CA 91406",NULL,NULL
7130,"2021-11-13 16:21:28.646347+00","2021-11-13 16:21:28.646347+00",4672,"Cessna Service Center",NULL,NULL,NULL,NULL,False,NULL,NULL,NULL
7243,"2022-01-24 22:58:47.842764+00","2022-01-24 22:58:47.842764+00",9089,"STRATEGIC AVIATION",NULL,"+1 709 351 4343",NULL,NULL,False,NULL,NULL,NULL
7173,"2021-12-01 16:18:21.170552+00","2021-12-03 22:34:41.593453+00",4531,"Reynolds Jet - Hangar #4","34dc466e-5489-11ec-8ccd-16a398308e81","513-533-7994",NULL,NULL,False,"654 Wilmer Ave Cincinnati, Ohio 45226",NULL,NULL
7102,"2021-11-04 20:36:51.338824+00","2021-11-04 20:44:18.667555+00",4763,"MICHIGAN CITY AIRPORT","fb4b150a-3daf-11ec-9193-16a398308e81","+1 219 872 0121",NULL,"mgcairport@emichigancity.com",False,"1300 N Indiana Hwy 212 Michigan City, MI 46360",NULL,NULL
7131,"2021-11-13 20:57:23.558547+00","2022-01-26 19:57:22.180371+00",1195,"Chub Cay International Airport",NULL,"242-359-9020",NULL,NULL,False,NULL,NULL,NULL
7257,"2022-01-26 20:44:05.312227+00","2022-01-26 20:44:05.312227+00",14414,"SPINNER AVIATION",NULL,"+1 979 429 3835",NULL,"spinner.aviation@yahoo.com",False,NULL,NULL,NULL
7152,"2021-11-19 20:00:06.367713+00","2021-11-25 22:16:31.438048+00",2426,"Goff Hangar","57c63eb6-4e3d-11ec-93df-16a398308e81",NULL,NULL,NULL,False,"3550 Lincoln Avenue Fort Worth, TX 76106",NULL,NULL
7129,"2021-11-13 00:14:21.509092+00","2021-11-20 16:28:44.867163+00",5924,"NETJETS","ee430496-4a1e-11ec-a549-16a398308e81","1-561-273-1209",NULL,NULL,False,"985 Morrison Field Rd West Palm Beach, FL 33406",NULL,NULL
4916,"2021-08-27 20:41:42.958572+00","2021-08-27 20:41:42.958572+00",6786,"PREMIER EXECUTIVE AVIATION","2ffe40f2-0777-11ec-84ab-16a398308e81","+504 2668 0677",NULL,"costumerservice@premieraviation.hn",False,"Antigua Terminal Area, Ramon Vilelda Morales",NULL,NULL
4333,"2021-08-27 20:14:12.424118+00","2021-08-27 20:14:12.424118+00",5135,"MUNSER FBO","5832fea4-0773-11ec-a5c3-16a398308e81","+54 11 4575 1070",NULL,"munserops@munser.com",False,NULL,NULL,NULL
4022,"2021-08-27 20:00:32.293543+00","2021-08-27 20:00:32.293543+00",4313,"A.R.E. GROUP","6f579740-0771-11ec-9a8f-16a398308e81","+39 06 793 523998",NULL,"ops@aregroup.com",False,"Aeroporto Enrico Forlanini",NULL,NULL
7258,"2022-01-27 21:26:04.274016+00","2022-01-27 21:26:04.274016+00",4512,"ASMCORP",NULL,"+52 81 8122 5100",NULL,"ops@asmcorp.com.mx",False,NULL,NULL,NULL
3656,"2021-08-27 18:31:26.822041+00","2021-08-27 18:31:26.822041+00",3070,"SWISSPORT (AEROCARE)","fd366b34-0764-11ec-9dda-16a398308e81","+61 467 641865",NULL,"hti@aerocare.com.au",False,"Main Terminal Building",NULL,"130.6"
3233,"2021-08-27 15:19:31.333264+00","2021-08-27 15:19:31.333264+00",2273,"AVICON GMBH","2d6b2b48-074a-11ec-b1d1-16a398308e81","+49 7541 284327",NULL,"ops@avicon.de",False,"Airport Friedrichshafen",NULL,"131.465"
7267,"2022-02-03 00:01:22.122216+00","2022-02-03 00:01:22.122216+00",2509,"IAM JET CENTRE CAYMAN ISLANDS",NULL,"+1 876 979 3855",NULL,"aviation@iamjetcentre.com",False,NULL,NULL,NULL
6185,"2021-08-30 15:17:19.89956+00","2021-08-30 15:17:19.89956+00",21339,"CHEROKEE MUNI ARPT","5e585782-09a5-11ec-bf9c-16a398308e81","+1 580 596 3052",NULL,NULL,False,"121 N Grand Ave",NULL,NULL
7167,"2021-11-27 18:45:22.033463+00","2021-12-04 02:56:24.559797+00",3179,"CITY OF INDEPENDENCE","c48d84fc-54ad-11ec-806d-16a398308e81","+1 620 332 2531",NULL,"airport@independenceks.gov",False,"498 Freedom Drive Independence, KS 67301",NULL,NULL
7186,"2021-12-08 02:33:38.262519+00","2021-12-08 02:33:38.262519+00",4532,"Laurel Airport Authority",NULL,"601-425-5121",NULL,NULL,False,NULL,NULL,NULL
4980,"2021-08-27 20:43:31.422838+00","2021-08-27 20:43:31.422838+00",6889,"AIR SEYCHELLES VIP (ROYAL JET)","70a4858a-0777-11ec-9396-16a398308e81","+248 439 1220",NULL,"airseychellesvip@airseychelles.com",False,"Seychelles International Airport",NULL,"121.7"
7033,"2021-09-16 13:48:30.103952+00","2022-01-23 20:39:33.398066+00",5721,"OLIVE BRANCH AVIATION SERVICES","9252dbd4-7c8c-11ec-9225-16a398308e81","+1 662 895 2978",NULL,"gill.bobo@obms.us",False,"8000 Terminal Drive Olive Branch, MS 38654",NULL,"122.95"
1441,"2021-02-14 08:23:55.353124+00","2021-11-04 21:01:41.647418+00",4814,"MUNCIE AVIATION","68edae40-3db2-11ec-bff6-16a398308e81","+1 765 289 8004",NULL,"info@muncieaviation.com",False,"5201 N Walnut Street Muncie, IN 47303",NULL,"122.95"
7125,"2021-11-12 17:21:18.865777+00","2021-11-13 10:24:18.868611+00",2334,"Florence General Aviation","dc37e37e-446b-11ec-a231-16a398308e81","843-667-9627",NULL,NULL,False,"500 S. McCall Blvd. Florence, SC 29506",NULL,NULL
4025,"2021-08-27 20:00:42.038115+00","2021-08-27 20:00:42.038115+00",4329,"SOLINAIR D.O.O","752b3cc6-0771-11ec-9a90-16a398308e81","+386 4 236 6040",NULL,"occ@solinair.net",False,"Zgornji Brnik 130T",NULL,NULL
3710,"2021-08-27 18:33:56.967364+00","2021-11-20 17:25:30.322375+00",3220,"JACKSONVILLE AIRPORT AUTH","dc0c85ba-4a26-11ec-8f0e-16a398308e81","+1 217 243 5824",NULL,NULL,False,"1956 Baldwin Rd Jacksonville, IL 62650",NULL,"122.8"
4629,"2021-08-27 20:29:12.772569+00","2021-08-27 20:29:12.772569+00",6039,"BASE AVIATION SYSTEMS LTD","70d966bc-0775-11ec-8601-16a398308e81","+234 84 231908",NULL,"opsadmin@baseaviations.com",False,"Port Cabin 1, NAMA Premises",NULL,NULL
3437,"2021-08-27 18:20:26.612388+00","2021-08-27 18:20:26.612388+00",2406,"AIRCRAFT GROUND HANDLING","73b0ab3c-0763-11ec-9975-16a398308e81","+267 755 63173",NULL,"aviationgroundhandling@gmail.com",False,"Maun International Airport",NULL,NULL
4609,"2021-08-27 20:28:32.926991+00","2021-08-27 20:28:32.926991+00",5993,"CJET MILLION AIR","590f16a8-0775-11ec-bd0e-16a398308e81","+86 10 6455 7365",NULL,"info.zbaa@millionair.com",False,"China Service Building",NULL,"131.25"
7245,"2022-01-26 18:49:30.384139+00","2022-01-26 18:49:30.384139+00",5971,"NetJets","b319f944-7ed8-11ec-ac87-16a398308e81","1-470-657-0047",NULL,NULL,False,"2070 Airport Rd. Atlanta, GA 30341",NULL,NULL
1465,"2021-02-14 09:43:04.501929+00","2021-11-11 11:24:23.34819+00",7205,"MID-CAROLINA REGIONAL","ebd4c7ce-42e1-11ec-9014-16a398308e81","+1 704 216 7749",NULL,"Tanya.Logan@rowancountync.gov",False,"3670 Airport Loop Salisbury, NC 28147",NULL,"122.725"
6583,"2021-08-30 15:25:20.231131+00","2021-08-30 15:25:20.231131+00",27272,"VAIDEN FIELD FBO","7ca5716a-09a6-11ec-a84a-16a398308e81","+1 334 313 4260",NULL,"vaidenfield@hotmail.com",False,"RR 2",NULL,"122.9"
3436,"2021-08-27 18:20:26.612388+00","2021-08-27 18:20:26.612388+00",2406,"AIR BOTSWANA","73b0aa38-0763-11ec-a96a-16a398308e81","+267 241 2393",NULL,"frwsales@airbotswana.co.bw",False,"Francistown Airport",NULL,NULL
7092,"2021-11-04 19:50:37.632934+00","2021-11-04 20:22:12.567288+00",5033,"MRB AVIATION","e4e58aaa-3dac-11ec-b2f1-16a398308e81","+1 304 262 2507",NULL,"ndoran@flymrb.com",False,"170 Aviation Way Martinsburg, WV 25405",NULL,NULL
3438,"2021-08-27 18:20:26.696849+00","2021-08-27 18:20:26.696849+00",2409,"SCALA","73c02dbe-0763-11ec-9976-16a398308e81","+33 495 701758",NULL,"fsc.executive@scalafigari.fr",False,"Aéroport Figari Sud Corse",NULL,NULL
7216,"2021-12-27 15:00:00.393176+00","2021-12-27 15:00:15.040708+00",17819,"GRAND RIVER AVIATION","b2717550-6725-11ec-8dfb-16a398308e81","+1 970 724 0611",NULL,"grandriver20v@gmail.com",False,"450 Airport Rd Cr384 Kremmling, CO 80459",NULL,NULL
7146,"2021-11-18 20:44:45.678883+00","2021-11-18 20:47:50.729542+00",7654,"INTERNATIONAL FLIGHT CENTER NORTH","cb7df3ea-48b0-11ec-b166-16a398308e81","+1 305 251 1982",NULL,"emie.airsal@bellsouth.net",False,"14005 SW 127th St Miami, FL 33186",NULL,NULL
1127,"2021-02-13 22:32:31.910209+00","2021-11-04 20:19:47.31971+00",4805,"MOJAVE AIR AND SPACE PORT","8e489bd8-3dac-11ec-a533-16a398308e81","+1 661 824 2433",NULL,"info@mojaveairport.com",False,"1434 Flightline Rd Mojave, CA 93501",NULL,NULL
4635,"2021-08-27 20:29:22.77511+00","2021-08-27 20:29:22.77511+00",6041,"NORTHWEST AVIATION SERVICES","76ce9c5e-0775-11ec-8603-16a398308e81","+61 8 9140 2946",NULL,"pheairport@nwas.net.au",False,"Port Hedland International Airport",NULL,NULL
7244,"2022-01-26 18:49:10.80155+00","2022-01-26 18:49:16.029763+00",3030,"NetJets HPN Facility-Bldg #6","a94be8b4-7ed8-11ec-94d0-16a398308e81","1-866-735-3387",NULL,NULL,False,"38 Loop Road West Harrison, NY 10604",NULL,NULL
7226,"2022-01-01 23:34:20.095753+00","2022-01-03 12:41:32.339238+00",2453,"CITY OF FAYETTEVILLE","7ad1c894-6c92-11ec-a178-16a398308e81","479-443-4343",NULL,"fbofax@fayetteville-ar.gov",False,"4500 S School Ave, Ste F FAYETTEVILLE, AR 72701",NULL,NULL
7136,"2021-11-16 16:22:21.154494+00","2021-11-25 22:34:28.730811+00",6942,"SHENANDOAH VALLEY REGIONAL","d9e36aca-4e3f-11ec-8b35-16a398308e81","+1 540 234 8304",NULL,"info@flyshd.com",False,"77 Aviation Circle Weyers Cave, VA 24486",NULL,NULL
7241,"2022-01-20 20:59:04.381687+00","2022-01-20 21:07:42.002141+00",6385,"Plymouth Municipal Jet Center","018e0122-7a35-11ec-9b7a-16a398308e81","508-746-2020",NULL,NULL,False,"247 S. Meadow Road Plymouth, MA 02630",NULL,NULL
4911,"2021-08-27 20:41:22.992979+00","2021-08-27 20:41:22.992979+00",6766,"PIA GROUND HANDLING","241841c0-0777-11ec-8f7c-16a398308e81","+92 68 923 1027",NULL,"rykkkpk@piac.aero",False,NULL,NULL,NULL
7182,"2021-12-05 16:14:24.885687+00","2021-12-07 14:36:30.072852+00",838,"JETLINX","11086f94-576b-11ec-b7ca-16a398308e81","615-360-8109",NULL,NULL,False,"1480 Murfreesboro Pike Nahville , TN 37214",NULL,NULL
7195,"2021-12-11 20:47:40.970778+00","2021-12-15 19:21:50.347062+00",2446,"Banyan North","40cb436a-5ddc-11ec-8105-16a398308e81","954-491-3170",NULL,NULL,False,"1700 NW 62nd St, Hanger A Fort lauderdale , FL 33309",NULL,NULL
7231,"2022-01-05 20:37:14.67157+00","2022-01-13 19:28:23.752764+00",808,"MIDAMERICA","f9491db4-74a6-11ec-a2ed-16a398308e81","+1 618 566 5265",NULL,NULL,False,"8885 Avmats Drive Mascoutah, IL 62258",NULL,NULL
3745,"2021-08-27 18:36:07.148788+00","2021-08-27 18:36:07.148788+00",3346,"HAVAS GROUND HANDLING CO.","a448b8d2-0765-11ec-b12f-16a398308e81","+90 212 465 5711",NULL,"islops@havas.net",False,"Istanbul-Ataturk International Airport",NULL,"131.45"
7227,"2022-01-04 15:42:30.294547+00","2022-01-26 19:23:22.106807+00",6362,"Jet Linx - PWK","6cd52ada-7edd-11ec-973e-16a398308e81","312-883-5376",NULL,NULL,False,"1086 S. Milwaukee Ave Wheeling, IL 60090",NULL,NULL
2407,"2021-08-27 14:47:37.107225+00","2021-08-27 14:47:37.107225+00",1545,"ARGOS VIP PRIVATE HANDLING","b87820ba-0745-11ec-bdb9-16a398308e81","+39 347 073 1142",NULL,"cta@argosvph.com",False,"Via Fontanarossa",NULL,"118.7"
3288,"2021-08-27 15:19:34.19254+00","2021-08-27 15:19:34.19254+00",2728,"GOTEBORG CITY AIRPORT","2f009bbe-074a-11ec-bf86-16a398308e81","+46 31 926060",NULL,NULL,False,"Gothenburg Save Airport",NULL,"123.25"
7151,"2021-11-19 17:15:39.596296+00","2021-11-24 18:12:20.016138+00",7089,"MARTIN AVIATION","106823fe-4d52-11ec-a463-16a398308e81","+1 714 210 2945",NULL,"info@martin-aviation.com",False,"19300 Ike Jones Rd Santa Ana, CA 92707",NULL,NULL
4468,"2021-08-27 20:22:22.546926+00","2021-08-27 20:22:22.546926+00",5626,"CITY OF OAKDALE","7c55739c-0774-11ec-bcf5-16a398308e81","+1 209 845 3600",NULL,NULL,False,"8195 Laughlin Rd",NULL,"122.8"
4630,"2021-08-27 20:29:12.772798+00","2021-08-27 20:29:12.772798+00",6039,"SAHCOL SKYWAY AVN HANDLING CO. LTD","70d966bc-0775-11ec-83eb-16a398308e81","+234 809 990 2197",NULL,"info@sahcol.com",False,"Port Harcourt Intl Airport",NULL,NULL
4634,"2021-08-27 20:29:22.767231+00","2021-08-27 20:29:22.767231+00",6041,"BUSHJADE HOLDINGS PTY LTD","76cda8b2-0775-11ec-83ec-16a398308e81","+61 418 459060",NULL,"bushjade@bigpond.com",False,"Port Hedland International Airport",NULL,NULL
7148,"2021-11-18 21:03:10.817813+00","2021-11-18 21:03:10.817813+00",7884,"Cavender Hangar",NULL,NULL,NULL,NULL,False,NULL,NULL,NULL
7215,"2021-12-26 17:53:16.654381+00","2021-12-27 22:18:30.497969+00",28989,"AIR REPAIR INC","ebf3e76c-6762-11ec-ae4c-16a398308e81","+1 662 846 0228",NULL,"sales@airrepairinc.com",False,"920 Airport Service Rd Cleveland, MS 38732",NULL,NULL
6183,"2021-08-30 15:17:19.142863+00","2021-08-30 15:17:19.142863+00",21294,"SCOTT FIELD AIRPORT","5de4eb30-09a5-11ec-90bf-16a398308e81","+1 580 782 2250",NULL,NULL,False,"201 N Oklahoma St",NULL,NULL
7061,"2021-10-16 14:11:22.498936+00","2021-11-03 18:40:54.815721+00",3622,"CARVER AERO INC","93cc68d2-3cd5-11ec-a48c-16a398308e81","+1 608 758 1037",NULL,NULL,False,"4606 S Atlantis Dr Janesville, WI 53546",NULL,NULL
7040,"2021-09-27 22:53:16.793205+00","2021-11-04 20:31:02.093505+00",3340,"ODYSSEY AVIATION (QUANTEM FBO)","20862c76-3dae-11ec-bd0a-16a398308e81","+1 407 846 8001",NULL,"info.kism@odysseyaviation.com",False,"3950 Merlin Drive Kissimmee, FL 34741",NULL,"128.9"
7187,"2021-12-08 02:50:45.585967+00","2021-12-08 02:50:45.585967+00",5597,"ASMCORP",NULL,"+52 81 8122 5100",NULL,"ops@asmcorp.com.mx",False,NULL,NULL,NULL
5519,"2021-08-27 21:10:23.598433+00","2022-01-26 18:42:30.605269+00",8505,"CITY OF WOODWARD","b7a5c67e-7ed7-11ec-93fb-16a398308e81","+1 580 256 8286",NULL,"jschneider@cityofwoodward.com",False,"1301 Air Park Rd Woodward, OK 73801",NULL,"122.8"
3439,"2021-08-27 18:20:26.696866+00","2021-08-27 18:20:26.696866+00",2409,"CCI AJACCIO (PPR)","73c03ffc-0763-11ec-8be9-16a398308e81","+33 495 711010",NULL,"fsc.ppr@sudcorse.cci.fr",False,"Aeroport De Figari Sud Corse",NULL,NULL
7184,"2021-12-06 18:27:24.304581+00","2022-01-11 14:40:40.28148+00",2426,"Jet Linx","72a0dd3a-72ec-11ec-b8a5-16a398308e81","8176255387",NULL,NULL,False,"4255 N Main St Fort Worth, Tx 76106",NULL,NULL
7208,"2021-12-23 21:31:19.857751+00","2021-12-26 16:53:31.208761+00",25558,"AZURE FLIGHT SUPPORT","5b0a0afc-666c-11ec-bc30-16a398308e81","+1 423 472 4343",NULL,"krzr@azureflightsupport.com",False,"251 Dry Valley Rd, NE Cleveland, TN 37323",NULL,NULL
3770,"2021-08-27 18:37:16.99997+00","2021-08-27 18:37:16.99997+00",3411,"VVIP FLIGHT PVT LTD","cdefcb26-0765-11ec-bcb4-16a398308e81","+91 80 1068 6868",NULL,"ops@vvipflight.com",False,"Jaipur International Airport",NULL,NULL
7163,"2021-11-25 13:17:47.569057+00","2021-11-28 04:14:49.162711+00",28608,"CHOICE AVIATION","ba3d2daa-5001-11ec-9ae5-16a398308e81","+1 406 363 6471",NULL,"csr@choiceaviation.com",False,"516 Airport Rd Hamilton, MT 59840",NULL,NULL
7239,"2022-01-16 17:31:31.995566+00","2022-01-17 00:18:24.032733+00",1915,"MidAmerican Energy Hangar","fbe612e4-772a-11ec-a483-16a398308e81","(515)281-2482",NULL,NULL,False,"2692 McKinley Avenue Des Moines, IA 50321",NULL,NULL
7225,"2022-01-01 19:03:26.545241+00","2022-01-04 01:23:16.341233+00",3342,"SIGNATURE WEST","e486bca8-6cfc-11ec-ab84-16a398308e81","+1 914 428 3730",NULL,"hpn@signatureflight.com",False,"85 Tower Rd, Westchester County Airport - West Terminal White Plains, NY 10604",NULL,NULL
5141,"2021-08-27 20:50:13.089162+00","2021-08-27 20:50:13.089162+00",7295,"AEROTRANS","600e149c-0778-11ec-ae25-16a398308e81","+7 495 755 9422",NULL,"handling@cpdu.ru",False,"c/o 37 Leningradsky prospect,  Building 3",NULL,NULL
7207,"2021-12-23 21:21:23.556921+00","2021-12-26 17:16:24.535174+00",25558,"Contour Flight Support","8da0c98a-666f-11ec-9677-16a398308e81","423 472 4343",NULL,NULL,False,"251 Dry Valley Rd Cleveland, TN 37323",NULL,NULL
875,"2021-02-13 17:37:06.389299+00","2021-11-05 12:27:50.903535+00",5872,"OXNARD AIRCRAFT AND JET CENTER","cac8b994-3e33-11ec-8bf4-16a398308e81","+1 805 985 2490",NULL,"oxjetcenter@aspenhelo.com",False,"1801 West 5th Street Oxnard, CA 93030",NULL,"131.275"
7177,"2021-12-02 17:48:22.334097+00","2021-12-02 18:16:24.35456+00",5971,"KINSTON JET CENTER","f55ef3bc-539b-11ec-bf88-16a398308e81","+1 252 208 7715",NULL,"information@kinstonjetcenter.com",False,"2860 Jetport Rd Kinston, NC 28504",NULL,NULL
660,"2021-02-02 17:14:14.253934+00","2021-11-28 01:50:29.53276+00",1816,"MONACO AIR DULUTH","90ae7fa2-4fed-11ec-a00a-16a398308e81","+1 218 727 2911",NULL,"fbo@monacoairduluth.com",False,"4535 Airport Approach Rd Duluth, MN 55811",NULL,"122.95"
7149,"2021-11-19 12:50:37.216426+00","2021-11-20 01:36:14.227586+00",6362,"Duchossis Private Hangar (Hangar 12A)","3f983eec-49a2-11ec-adb4-16a398308e81",NULL,NULL,NULL,False,"325 Sumac Road Whelling, IL 60090",NULL,NULL
7143,"2021-11-18 15:55:44.304068+00","2021-12-14 03:23:32.529153+00",6777,"Sacramento Executive Jet Center","3708508e-5c8d-11ec-be62-16a398308e81","(916) 428-8292",NULL,NULL,False,"6133 Freeport Boulevard  Sacramento, CA 95822",NULL,NULL
7220,"2021-12-29 18:48:52.893025+00","2021-12-30 20:04:29.485798+00",2515,"STEVENS AEROSPACE","b258cd4c-69ab-11ec-ab3d-16a398308e81","+1 864 678 6000",NULL,"customerservice@stevensaerospace.com",False,"600 Delaware St Greenville, SC 29605",NULL,NULL
